"List of plants for all fuels, South Atlantic (total), all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvo&geo=0g&sec=g&freq=A&datecode=2023&rtype=s&start=2020&end=2025&ctype=columnchart&ltype=pin&columnendpoints=2&pin=&rse=0&maptype=0"
"Sun Aug 02 2026 18:32:39 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types"
"Terrora",724,"GA","Electric utility","HY","WAT"
"Thanksgiving Fire Solar Farm, LLC",62786,"NC","Electric utility non-cogen","PV","SUN"
"The Clorox Company",60461,"MD","Electric utility non-cogen","PV","SUN"
"The Village at Orchard Ridge (TVOR)",67272,"VA","Electric utility non-cogen","PV","SUN"
"Thermal Kem",56129,"SC","Electric utility","IC","DFO"
"Thigpen Farms Solar, LLC",60850,"NC","Electric utility non-cogen","PV","SUN"
"Thomas A Smith Energy Facility",55382,"GA","Electric utility","CT,CA","NG"
"Thornton PV1",59152,"NC","Electric utility non-cogen","PV","SUN"
"Thorpe",2750,"NC","Electric utility","HY","WAT"
"Three Bridge",62540,"NC","Electric utility non-cogen","PV","SUN"
"Thunderhead",65111,"NC","Electric utility non-cogen","PV","SUN"
"Tiburon Holdings",59217,"NC","Electric utility non-cogen","PV","SUN"
"Tides Lane Farm",60429,"NC","Electric utility non-cogen","PV","SUN"
"Tift Bowen",67246,"GA","Electric utility non-cogen","PV","SUN"
"Tift Fletcher",67245,"GA","Electric utility non-cogen","PV","SUN"
"Tiger Bay",7699,"FL","Electric utility","CT,CA","NG"
"Tillery",2714,"NC","Electric utility","HY","WAT"
"Timonium Fairgrounds",63904,"MD","Electric utility non-cogen","PV","SUN"
"Tinker (NC)",65550,"NC","Electric utility non-cogen","PV","SUN"
"Todd Solar",64690,"MD","Electric utility non-cogen","PV","SUN"
"Tolson Solar",61131,"NC","Electric utility non-cogen","PV","SUN"
"Tom G Smith",673,"FL","Electric utility","CT,ST,CA","NG,DFO"
"Town of Chestertown- Chestertown WWTP",60096,"MD","Electric utility non-cogen","PV","SUN"
"Tracy Solar",59498,"NC","Electric utility non-cogen","PV","SUN"
"Trail Ridge Landfill Gas Recovery",57123,"FL","Electric utility non-cogen","IC","LFG"
"Trailside Solar Center",62916,"FL","Electric utility","PV","SUN"
"Trask East Solar",62346,"SC","Electric utility non-cogen","PV","SUN"
"Treasure Coast Energy Center",56400,"FL","Electric utility","CT,CA","NG,DFO"
"Trent River Farm",65549,"NC","Electric utility non-cogen","PV","SUN"
"Trent River Solar, LLC",63842,"NC","Electric utility non-cogen","PV","SUN"
"Trenton Solar Power Plant",62543,"FL","Electric utility","PV","SUN"
"Tri-County Solar Facility",60544,"GA","Electric utility","PV","SUN"
"Trinity Solar",60291,"NC","Electric utility non-cogen","PV","SUN"
"Tripple State Farm",61086,"NC","Electric utility non-cogen","PV","SUN"
"Trojan Solar, LLC",64366,"NC","Electric utility non-cogen","PV","SUN"
"Tropicana Products Bradenton",50971,"FL","Industrial cogen","GT","NG"
"Troup RC50",62885,"GA","Electric utility non-cogen","PV","SUN"
"Troup RC50 II",64284,"GA","Electric utility non-cogen","PV","SUN"
"Truman (NC)",65548,"NC","Electric utility non-cogen","PV","SUN"
"Tuckasegee",2751,"NC","Electric utility","HY","WAT"
"Tuckertown Hydro",54897,"NC","Electric utility","HY","WAT"
"Tugalo",725,"GA","Electric utility","HY","WAT"
"Turkey Branch Solar LLC",58670,"NC","Electric utility non-cogen","PV","SUN"
"Turkey Creek PV1",60000,"NC","Electric utility non-cogen","PV","SUN"
"Turkey Point",621,"FL","Electric utility","ST,CT,CA","NUC,NG,DFO"
"Turner Shoals",2735,"NC","Electric utility non-cogen","HY","WAT"
"Turnipseed Solar, LLC",66205,"GA","Electric utility non-cogen","PV","SUN"
"Tuxedo",2736,"NC","Electric utility non-cogen","HY","WAT"
"Twiggs Solar",61696,"GA","Electric utility non-cogen","PV","SUN"
"Twin Lakes",62633,"FL","Electric utility","PV","SUN"
"Twin Rivers Solar Power Plant",63518,"FL","Electric utility","PV","SUN"
"Twittys Creek Solar, LLC",63077,"VA","Electric utility non-cogen","PV","SUN"
"Two Lines Farm",58348,"NC","Electric utility non-cogen","PV","SUN"
"Two Mile Desert Project",60510,"NC","Electric utility non-cogen","PV","SUN"
"Two Mile Solar",59427,"NC","Electric utility non-cogen","PV","SUN"
"UMCES Ground Mount",62405,"MD","Electric utility non-cogen","PV","SUN"
"UMCP CHP Plant",56038,"MD","Electric utility cogen","GT,ST","NG,DFO"
"UMES (MD) - Princess Anne",59749,"MD","Electric utility non-cogen","PV","SUN"
"UMMS at Pocomoke",58329,"MD","Electric utility non-cogen","PV","SUN"
"US GSA Heating and Transmission",57788,"DC","Commercial cogen","GT","NG"
"Underwood PV2",60998,"NC","Electric utility non-cogen","PV","SUN"
"Union Bridge Solar",67145,"MD","Electric utility non-cogen","PV","SUN"
"Union Renewable Energy Facility",60241,"SC","Electric utility","IC","LFG"
"Union Springs Solar Center",62923,"FL","Electric utility","PV","SUN"
"Univ of NC Chapel Hill Cogen Facility",54276,"NC","Commercial cogen","ST","NG,BIT"
"University of Delaware Wind Turbine",57176,"DE","Commercial non-cogen","WT","WND"
"University of Florida",7345,"FL","Electric utility","GT","NG"
"Upchurch Solar Center LLC",58812,"NC","Electric utility non-cogen","PV","SUN"
"Upper Marlboro 1 CSG",63075,"MD","Electric utility non-cogen","PV","SUN"
"Upper Pacolet Hydro",58257,"SC","Electric utility","HY","WAT"
"Upson County GA S1 LLC",66353,"GA","Electric utility non-cogen","PV","SUN"
"Upson Rocky Creek Solar Plant",58485,"GA","Electric utility non-cogen","PV","SUN"
"Urquhart",3295,"SC","Electric utility","CT,ST,GT,CA","NG,DFO"
"Uwharrie Mountain Renewable",58526,"NC","Electric utility non-cogen","IC","LFG"
"V C Summer",6127,"SC","Electric utility","ST","NUC"
"VMEA 1 Credit Gen",7440,"VA","Electric utility","IC","DFO"
"VMEA Peaking Gen",7441,"VA","Electric utility","IC","DFO"
"Valdosta (Terraform)",60448,"GA","Electric utility non-cogen","PV","SUN"
"Valdosta Prison",61468,"GA","Electric utility non-cogen","PV","SUN"
"Valdosta Water Treatment Plant",54839,"GA","Commercial non-cogen","IC","DFO"
"Valenite",56131,"SC","Electric utility","IC","DFO"
"Van Buren",64674,"NC","Electric utility non-cogen","PV","SUN"
"Van Sant Station",7318,"DE","Electric utility non-cogen","GT","NG,DFO"
"Van Slyke Solar Center, LLC",59761,"NC","Electric utility non-cogen","PV","SUN"
"Vance Solar Farm, LLC",59928,"NC","Electric utility non-cogen","PV","SUN"
"Vandolah Power Station",55415,"FL","Electric utility non-cogen","GT","NG,DFO"
"Vaughn Creek PV1",60001,"NC","Electric utility non-cogen","PV","SUN"
"Ventura Solar, LLC",63734,"NC","Electric utility non-cogen","PV","SUN"
"Vickers",59190,"NC","Electric utility non-cogen","PV","SUN"
"Vicksburg Solar",59605,"NC","Electric utility non-cogen","PV","SUN"
"Vidalia Water Treatment Plant",60515,"GA","Electric utility non-cogen","PV","SUN"
"Vienna Operations",1564,"MD","Electric utility non-cogen","GT,ST","DFO,RFO"
"Vincent Solar",61950,"SC","Electric utility non-cogen","PV","SUN"
"Violet Solar",60961,"NC","Electric utility non-cogen","PV","SUN"
"Viper Solar",60920,"NC","Electric utility non-cogen","PV","SUN"
"Virginia Beach",56693,"VA","Electric utility non-cogen","IC","DFO,LFG"
"Virginia City Hybrid Energy Center",56808,"VA","Electric utility","ST","DFO,WDS,BIT"
"Virginia Line Solar, LLC",66358,"NC","Electric utility non-cogen","PV","SUN"
"Virginia Tech Power Plant",56785,"VA","Commercial cogen","ST","NG,DFO"
"Vogtle",649,"GA","Electric utility","ST","NUC"
"W H Weatherspoon",2716,"NC","Electric utility","GT","DFO"
"W S Lee",3264,"SC","Electric utility","GT,CT,CA","NG,DFO"
"WHA Southbridge Solar Park CSG",61934,"DE","Electric utility non-cogen","PV","SUN"
"WMATA - Anacostia CSG",65958,"DC","Electric utility non-cogen","PV","SUN"
"WMATA - Naylor Rd. Metro",65960,"MD","Electric utility non-cogen","PV","SUN"
"WMATA - S. Ave. Carport (East) (CSG)",65961,"MD","Electric utility non-cogen","PV","SUN"
"WW-DC Solar 1, LLC",65176,"DC","Electric utility non-cogen","PV","SUN"
"Waco Farm",58863,"NC","Electric utility non-cogen","PV","SUN"
"Wadesboro 4",62627,"NC","Electric utility non-cogen","PV","SUN"
"Wadesboro Farm 1",61087,"NC","Electric utility non-cogen","PV","SUN"
"Wadesboro Farm 2",60575,"NC","Electric utility non-cogen","PV","SUN"
"Wadesboro Farm 3",60576,"NC","Electric utility non-cogen","PV","SUN"
"Wadesboro Solar",61129,"NC","Electric utility non-cogen","PV","SUN"
"Wagstaff Farm 1",58862,"NC","Electric utility non-cogen","PV","SUN"
"Wake County LFG Facility",59688,"NC","Electric utility non-cogen","IC","DFO,LFG"
"Wake RJ3 Solar Energy Storage",64513,"NC","Electric utility","BA,PV","MWH,SUN"
"Wakefield Solar",61536,"NC","Electric utility non-cogen","PV","SUN"
"Wallace",59050,"NC","Electric utility non-cogen","PV","SUN"
"Wallace Dam",6087,"GA","Electric utility","HY,PS","WAT"
"Walt Bailey Bioenergy Facility",59012,"DC","Commercial cogen","GT","OBG,NG"
"Walt Disney World Solar Facility",59973,"FL","Electric utility non-cogen","PV","SUN"
"Walter F George",761,"GA","Electric utility","HY","WAT"
"Walters",2715,"NC","Electric utility","HY","WAT"
"Walters Solar (FLS 260)",59603,"NC","Electric utility non-cogen","PV","SUN"
"Walton Bainbridge Power Facility",56015,"GA","Electric utility non-cogen","GT","DFO"
"Walton County Energy Facility",55128,"GA","Electric utility non-cogen","GT","NG"
"Wansley Combined Cycle",55965,"GA","Electric utility non-cogen","CT,CA","NG"
"Wansley Unit 9",7946,"GA","Electric utility","CT,CA","NG"
"Warbler Holdings",60393,"NC","Electric utility non-cogen","PV","SUN"
"Ward WTP",57607,"NC","Electric utility","IC","DFO"
"Ware Avra I",64285,"GA","Electric utility non-cogen","PV","SUN"
"Ware Avra II",64286,"GA","Electric utility non-cogen","PV","SUN"
"Warren County",55939,"VA","Electric utility","CT","NG"
"Warren F Sam Beasley Generation Station",7962,"DE","Electric utility","GT","NG,DFO"
"Warren Solar Farm LLC",62223,"NC","Electric utility non-cogen","PV","SUN"
"Warrenton Farm",58312,"NC","Electric utility non-cogen","PV","SUN"
"Warrenton I Solar",62100,"NC","Electric utility non-cogen","PV","SUN"
"Warsaw Farm",58848,"NC","Electric utility","PV","SUN"
"Warsaw I",59119,"NC","Electric utility non-cogen","PV","SUN"
"Warsaw II",59120,"NC","Electric utility non-cogen","PV","SUN"
"Washington Airport Solar LLC",58845,"NC","Electric utility non-cogen","PV","SUN"
"Washington County Power LLC",55332,"GA","Electric utility non-cogen","GT","NG"
"Washington Millfield Solar, LLC",58846,"NC","Electric utility non-cogen","PV","SUN"
"Washington Solar (SC)",62342,"SC","Electric utility non-cogen","PV","SUN"
"Washington White Post Solar LLC",58135,"NC","Electric utility non-cogen","PV","SUN"
"Waste Management Bethel LFGTE",56531,"VA","Electric utility non-cogen","IC","LFG"
"Waste Management King George LFGTE",57022,"VA","Electric utility non-cogen","GT","LFG"
"Waste Management Middle Peninsula LFGTE",57018,"VA","Electric utility non-cogen","IC","LFG"
"Waste Management Naples LFGTE Project",57168,"FL","Electric utility non-cogen","IC","LFG"
"Waste Management Piedmont LFGTE Project",57169,"NC","Electric utility non-cogen","IC","LFG"
"Watauga Solar",61951,"SC","Electric utility non-cogen","PV","SUN"
"Water Strider Solar",63549,"VA","Electric utility non-cogen","PV","SUN"
"Water Treatment Plant Generators",56368,"VA","Electric utility","IC","DFO"
"Wateree",3297,"SC","Electric utility","ST","DFO,BIT"
"Wateree Hydro",3270,"SC","Electric utility","HY","WAT"
"Watlington Solar",65221,"VA","Electric utility non-cogen","PV","SUN"
"Watson Seed Farm PV1",59153,"NC","Electric utility non-cogen","PV","SUN"
"Watts Farm",58317,"NC","Electric utility non-cogen","PV","SUN"
"Waverly Solar, LLC",65225,"VA","Electric utility non-cogen","PV","SUN"
"Wayne County Energy Complex",7538,"NC","Electric utility","GT","NG,DFO"
"Wayne Solar I LLC",60602,"NC","Electric utility non-cogen","PV","SUN"
"Wayne Solar II LLC",60598,"NC","Electric utility non-cogen","PV","SUN"
"Wayne Solar III LLC",60597,"NC","Electric utility non-cogen","PV","SUN"
"Waynesboro Community Solar",62409,"GA","Electric utility","PV","SUN"
"Weaver Solar",62347,"SC","Electric utility non-cogen","PV","SUN"
"Webb Forging",7814,"SC","Electric utility","IC","DFO"
"Wedge",65547,"NC","Electric utility non-cogen","PV","SUN"
"Wellford Renewable Energy Plant",57885,"SC","Electric utility","IC","LFG"
"Wellons Farm",59584,"NC","Electric utility non-cogen","PV","SUN"
"Wendell Solar Farm LLC",62595,"NC","Electric utility non-cogen","PV","SUN"
"West County Energy Center",56407,"FL","Electric utility","CT,CA","NG,DFO"
"West Point (GA)",6133,"GA","Electric utility","HY","WAT"
"West Salisbury Farm LLC",59111,"NC","Electric utility non-cogen","PV","SUN"
"West Siler",59112,"NC","Electric utility non-cogen","PV","SUN"
"West Station (DE)",597,"DE","Electric utility non-cogen","GT","DFO"
"WestRock Panama City Mill",50807,"FL","Industrial cogen","ST","NG,WDS,RFO,BIT,BLQ"
"WestRock Southeast, LLC.",54004,"GA","Industrial cogen","ST,GT","NG,WDS,TDF,OBS"
"WestRock-West Point Mill",10017,"VA","Industrial cogen","ST","SLW,NG,DFO,WDS,RFO,BIT,BLQ"
"Westberry Jesup",64583,"GA","Electric utility non-cogen","PV","SUN"
"Western Branch High School",59904,"VA","Electric utility","PV","SUN"
"Westmoreland County Solar Project",63696,"VA","Electric utility non-cogen","PV","SUN"
"Westside WWTP",57608,"NC","Electric utility","IC","DFO"
"Wheelabrator Baltimore Refuse",10629,"MD","Electric utility cogen","ST","MSB,MSN"
"Wheelabrator Portsmouth",54998,"VA","Commercial cogen","ST","MSB,DFO,MSN"
"Wheelabrator South Broward",50887,"FL","Electric utility non-cogen","ST","MSB,MSN"
"Whiskey Solar",66725,"NC","Electric utility non-cogen","PV","SUN"
"Whitakers",59526,"NC","Electric utility non-cogen","PV","SUN"
"Whitakers Farm (Fisher Rd)",60438,"NC","Electric utility non-cogen","PV","SUN"
"White CSG",63085,"MD","Electric utility non-cogen","PV","SUN"
"White Cross Farm",58341,"NC","Electric utility non-cogen","PV","SUN"
"White Farm Solar, LLC",60363,"NC","Electric utility non-cogen","PV","SUN"
"White Horse Solar A",63760,"SC","Electric utility non-cogen","PV","SUN"
"White Marsh Mall",63289,"MD","Commercial non-cogen","PV","SUN"
"White Marsh Solar",64644,"MD","Electric utility non-cogen","PV","SUN"
"White Oak Solar, LLC",60082,"GA","Electric utility non-cogen","PV","SUN"
"White Pine Solar, LLC",60064,"GA","Electric utility non-cogen","PV","SUN"
"White Street Renewables",60364,"NC","Electric utility non-cogen","IC,PV","LFG,SUN"
"Whitehorn Solar",62959,"VA","Electric utility non-cogen","PV","SUN"
"Whitehouse Solar Farm",60319,"VA","Electric utility","PV","SUN"
"Whitetail Solar",59569,"SC","Electric utility non-cogen","PV","SUN"
"Whitt Solar",61952,"SC","Electric utility non-cogen","PV","SUN"
"Wicomico",56680,"MD","Electric utility non-cogen","IC","DFO,LFG"
"Wild Azalea Solar Energy Center",65430,"FL","Electric utility","PV","SUN"
"Wildcat Point Generation Facility",59220,"MD","Electric utility","CT,CA","NG"
"Wildflower Solar Energy Center",61050,"FL","Electric utility","PV","SUN"
"Wilkinson DeFore (Safari Energy)",65481,"GA","Electric utility non-cogen","PV","SUN"
"Wilkinson DeFore (Westbound)",62886,"GA","Electric utility non-cogen","PV","SUN"
"Wilkinson Solar LLC",62544,"NC","Electric utility non-cogen","PV","SUN"
"Willard Solar",60287,"NC","Electric utility non-cogen","PV","SUN"
"Williams",3298,"SC","Electric utility","ST","NG,DFO,BIT"
"Williamston Solar",59176,"NC","Electric utility non-cogen","PV","SUN"
"Williamston Speight Solar, LLC",60787,"NC","Electric utility non-cogen","PV","SUN"
"Williamston West Farm, LLC",60484,"NC","Electric utility non-cogen","PV","SUN"
"Willis Solar",61953,"SC","Electric utility non-cogen","PV","SUN"
"Willow Island Hydroelectric Plant",57401,"WV","Electric utility","HY","WAT"
"Willow Solar Energy Center",64301,"FL","Electric utility","PV","SUN"
"Wilson",6258,"GA","Electric utility","IC,GT","DFO"
"Wilson Farm 1",58342,"NC","Electric utility non-cogen","PV","SUN"
"Wilson Solar Farm 1",61274,"NC","Electric utility non-cogen","PV","SUN"
"Wilson Solar Farm 2",61275,"NC","Electric utility non-cogen","PV","SUN"
"Wilson Solar Farm 3",61276,"NC","Electric utility non-cogen","PV","SUN"
"Wilson Solar Farm 4",61277,"NC","Electric utility non-cogen","PV","SUN"
"Wilson Solar Farm 5",61278,"NC","Electric utility non-cogen","PV","SUN"
"Wilson Solar Farm 6",61279,"NC","Electric utility non-cogen","PV","SUN"
"Wilson Solar Farm 7",61280,"NC","Electric utility non-cogen","PV","SUN"
"Wimauma Solar and Battery Storage",61667,"FL","Electric utility","PV","SUN"
"Windsor Cooper HIill Solar, LLC",58847,"NC","Electric utility non-cogen","PV","SUN"
"Windsor Hwy 17 Solar",64678,"NC","Electric utility non-cogen","PV","SUN"
"Windsor Solar",59171,"NC","Electric utility non-cogen","PV","SUN"
"Winfield",6562,"WV","Electric utility","HY","WAT"
"Winston",7997,"FL","Electric utility","IC","DFO"
"Winton Solar",59177,"NC","Electric utility non-cogen","PV","SUN"
"Winyah",6249,"SC","Electric utility","ST","WO,DFO,BIT"
"Wolf Hills Energy",55285,"VA","Electric utility non-cogen","GT","NG"
"Woodfields Solar",63552,"SC","Electric utility non-cogen","PV","SUN"
"Woodland Church Farm",59586,"NC","Electric utility non-cogen","PV","SUN"
"Woodland Solar",59175,"NC","Electric utility non-cogen","PV","SUN"
"Woodland Solar Farm",60318,"VA","Electric utility","PV","SUN"
"Woodleaf Solar Facility",62304,"NC","Electric utility","PV","SUN"
"Woodsdale Farm, LLC",63272,"NC","Electric utility non-cogen","PV","SUN"
"Wor-Wic Community College - Offsite",63512,"MD","Electric utility non-cogen","PV","SUN"
"Wortham Solar Farm",60361,"NC","Electric utility non-cogen","PV","SUN"
"Wye Mills VNEM CSG",60604,"MD","Electric utility non-cogen","PV","SUN"
"Wylie",3271,"SC","Electric utility","HY","WAT"
"Wyse Fork Solar Farm, LLC",64822,"NC","Electric utility non-cogen","PV","SUN"
"XPF Solar Field",59146,"NC","Electric utility non-cogen","PV","SUN"
"Yadkin 601 Farm",59587,"NC","Electric utility non-cogen","PV","SUN"
"Yadkinville Solar",59950,"NC","Electric utility non-cogen","PV","SUN"
"Yanceyville Farm",58343,"NC","Electric utility non-cogen","PV","SUN"
"Yanceyville Farm 2 LLC",59113,"NC","Electric utility non-cogen","PV","SUN"
"Yanceyville Farm 3, LLC",60240,"NC","Electric utility non-cogen","PV","SUN"
"Yates",728,"GA","Electric utility","ST","NG"
"Yemassee Solar",62353,"SC","Electric utility non-cogen","PV","SUN"
"Yonah",729,"GA","Electric utility","HY","WAT"
"York Road Solar I, LLC",60107,"NC","Electric utility non-cogen","PV","SUN"
"ZV Solar 1",60980,"NC","Electric utility non-cogen","PV","SUN"
"ZV Solar 2, LLC",61257,"NC","Electric utility non-cogen","PV","SUN"
"ZV Solar 3, LLC",60549,"NC","Electric utility non-cogen","PV","SUN"
"Zuma Solar, LLC",64367,"NC","Electric utility non-cogen","PV","SUN"
